Emiten;EPS;PER;PBV;Harga
ADRO;69,01;31,88;3,79;1920
AKRA;83,26;17,78;2,35;4000
AMRT;74,55;38,9;9,17;3950
ANTM;174,58;12,89;2,25;1940
BBCA;348;20,26;5,05;8050
BMRI;439,38;15,59;3,32;6700
BRPT;-80,03;-12;1,14;770
CPIN;135;15;7,46;2750
INCO;395,6;12,01;3,12;3325
ITMG;1642,46;29,15;8,25;38850
KLBF;137;23,18;6;3550
PGAS;257;15,66;7,04;3750
TLKM;586,54;12,53;3,34;7100
UNTR;1164,13;19,63;19,63;25200
UNVR;443,9;34,69;29,05;18800
